pflanzen_id,deutscher_name,facet,canonical,ist_stil
KR000016,Rosmarin,kombiniert_mit,Thymian,
KR000016,Rosmarin,kombiniert_mit,Salbei,
KR000016,Rosmarin,kombiniert_mit,Knoblauch,
KR000016,Rosmarin,kombiniert_mit,Oregano,
KR000017,Salbei,laenderkueche,italienisch,0
KR000017,Salbei,laenderkueche,mediterran,0
KR000017,Salbei,passt_zu,Butter,
KR000017,Salbei,passt_zu,Gnocchi,
KR000017,Salbei,passt_zu,Kürbis,
KR000017,Salbei,passt_zu,Schwein,
KR000017,Salbei,passt_zu,Bohnen,
KR000017,Salbei,passt_zu,Pilz,
KR000017,Salbei,kombiniert_mit,Rosmarin,
KR000017,Salbei,kombiniert_mit,Thymian,
KR000017,Salbei,kombiniert_mit,Knoblauch,
KR000018,Bohnenkraut,laenderkueche,deutsch,0
KR000018,Bohnenkraut,laenderkueche,österreichisch,0
KR000018,Bohnenkraut,laenderkueche,balkanisch,0
KR000018,Bohnenkraut,passt_zu,Bohnen,
KR000018,Bohnenkraut,passt_zu,Linse,
KR000018,Bohnenkraut,passt_zu,Kartoffel,
KR000018,Bohnenkraut,passt_zu,Kohl,
KR000018,Bohnenkraut,passt_zu,Schwein,
KR000018,Bohnenkraut,kombiniert_mit,Thymian,
KR000018,Bohnenkraut,kombiniert_mit,Majoran,
KR000018,Bohnenkraut,kombiniert_mit,Petersilie,
KR000019,Bergbohnenkraut,laenderkueche,balkanisch,0
KR000019,Bergbohnenkraut,laenderkueche,österreichisch,0
KR000019,Bergbohnenkraut,laenderkueche,balkanisch,0
KR000019,Bergbohnenkraut,passt_zu,Bohnen,
KR000019,Bergbohnenkraut,passt_zu,Linse,
KR000019,Bergbohnenkraut,passt_zu,Kartoffel,
KR000019,Bergbohnenkraut,passt_zu,Kohl,
KR000019,Bergbohnenkraut,passt_zu,Wildgerichte,
KR000019,Bergbohnenkraut,kombiniert_mit,Thymian,
KR000019,Bergbohnenkraut,kombiniert_mit,Rosmarin,
KR000019,Bergbohnenkraut,kombiniert_mit,Majoran,
KR000020,Estragon,laenderkueche,französisch,0
KR000020,Estragon,laenderkueche,mediterran,0
KR000020,Estragon,passt_zu,Huhn,
KR000020,Estragon,passt_zu,Fisch,
KR000020,Estragon,passt_zu,Ei,
KR000020,Estragon,passt_zu,Spargel,
KR000020,Estragon,passt_zu,Butter,
KR000020,Estragon,passt_zu,Essig,
KR000020,Estragon,kombiniert_mit,Kerbel,
KR000020,Estragon,kombiniert_mit,Schnittlauch,
KR000020,Estragon,kombiniert_mit,Petersilie,
KR000021,Beifuß,laenderkueche,deutsch,0
KR000021,Beifuß,laenderkueche,österreichisch,0
KR000021,Beifuß,laenderkueche,osteuropäisch,0
KR000021,Beifuß,passt_zu,Gans,
KR000021,Beifuß,passt_zu,Ente,
KR000021,Beifuß,passt_zu,Schwein,
KR000021,Beifuß,passt_zu,Pilz,
KR000021,Beifuß,passt_zu,Kartoffel,
KR000021,Beifuß,kombiniert_mit,Majoran,
KR000021,Beifuß,kombiniert_mit,Thymian,
KR000021,Beifuß,kombiniert_mit,Lorbeer,
KR000022,Wermut,laenderkueche,französisch,0
KR000022,Wermut,laenderkueche,alpenländisch,0
KR000022,Wermut,laenderkueche,international/modern,1
KR000022,Wermut,passt_zu,fetten Fleischgerichten nur sehr sparsam,
KR000022,Wermut,passt_zu,Bitterlikören,
KR000022,Wermut,passt_zu,Aperitifweinen,
KR000022,Wermut,kombiniert_mit,Beifuß,
KR000022,Wermut,kombiniert_mit,Ysop,
KR000023,Lorbeer,laenderkueche,mediterran,0
KR000023,Lorbeer,laenderkueche,französisch,0
KR000023,Lorbeer,laenderkueche,nahöstlich,0
KR000023,Lorbeer,passt_zu,Linse,
KR000023,Lorbeer,passt_zu,Bohnen,
KR000023,Lorbeer,passt_zu,Tomatensauce,
KR000023,Lorbeer,passt_zu,Schmorgerichte,
KR000023,Lorbeer,passt_zu,Wild,
KR000023,Lorbeer,kombiniert_mit,Thymian,
KR000023,Lorbeer,kombiniert_mit,Petersilie,
KR000023,Lorbeer,kombiniert_mit,Pfeffer,
KR000023,Lorbeer,kombiniert_mit,Nelke,
KR000024,Pfefferminze,laenderkueche,britisch,0
KR000024,Pfefferminze,laenderkueche,nordafrikanisch,0
KR000024,Pfefferminze,laenderkueche,nahöstlich,0
KR000024,Pfefferminze,passt_zu,Schokolade,
KR000024,Pfefferminze,passt_zu,Obst,
KR000024,Pfefferminze,passt_zu,Tee,
KR000024,Pfefferminze,passt_zu,Lamm,
KR000024,Pfefferminze,passt_zu,Joghurt,
KR000024,Pfefferminze,kombiniert_mit,Zitronenmelisse,
KR000024,Pfefferminze,kombiniert_mit,Koriander,
KR000025,Grüne Minze,laenderkueche,nahöstlich,0
KR000025,Grüne Minze,laenderkueche,nordafrikanisch,0
KR000025,Grüne Minze,laenderkueche,britisch,0
KR000025,Grüne Minze,passt_zu,Lamm,
KR000025,Grüne Minze,passt_zu,Erbsen,
KR000025,Grüne Minze,passt_zu,Gurke,
KR000025,Grüne Minze,passt_zu,Tee,
KR000025,Grüne Minze,passt_zu,Joghurt,
KR000025,Grüne Minze,kombiniert_mit,Petersilie,
KR000025,Grüne Minze,kombiniert_mit,Koriander,
KR000025,Grüne Minze,kombiniert_mit,Dill,
KR000026,Marokkanische Minze,laenderkueche,nordafrikanisch,0
KR000026,Marokkanische Minze,laenderkueche,nordafrikanisch,0
KR000026,Marokkanische Minze,passt_zu,Grüner Tee,
KR000026,Marokkanische Minze,passt_zu,Zucker,
KR000026,Marokkanische Minze,passt_zu,Zitrone,
KR000026,Marokkanische Minze,passt_zu,Couscous,
KR000026,Marokkanische Minze,passt_zu,Obst,
KR000026,Marokkanische Minze,kombiniert_mit,Zitronenmelisse,
KR000026,Marokkanische Minze,kombiniert_mit,Koriander,
KR000027,Zitronenmelisse,laenderkueche,französisch,0
KR000027,Zitronenmelisse,laenderkueche,nahöstlich,0
KR000027,Zitronenmelisse,laenderkueche,mediterran,0
KR000027,Zitronenmelisse,passt_zu,Obst,
KR000027,Zitronenmelisse,passt_zu,Tee,
KR000027,Zitronenmelisse,passt_zu,Fisch,
KR000027,Zitronenmelisse,passt_zu,Geflügel,
KR000027,Zitronenmelisse,passt_zu,Salat,
KR000027,Zitronenmelisse,passt_zu,Dessert,
KR000027,Zitronenmelisse,kombiniert_mit,Minze,
KR000027,Zitronenmelisse,kombiniert_mit,Basilikum,
KR000027,Zitronenmelisse,kombiniert_mit,Dill,
KR000028,Borretsch,laenderkueche,deutsch,0
KR000028,Borretsch,laenderkueche,nahöstlich,0
KR000028,Borretsch,passt_zu,Gurke,
KR000028,Borretsch,passt_zu,Quark,
KR000028,Borretsch,passt_zu,Joghurt,
KR000028,Borretsch,passt_zu,Kartoffel,
KR000028,Borretsch,passt_zu,Salat,
KR000028,Borretsch,kombiniert_mit,Dill,
KR000028,Borretsch,kombiniert_mit,Schnittlauch,
KR000028,Borretsch,kombiniert_mit,Petersilie,
KR000029,Pimpinelle,laenderkueche,deutsch,0
KR000029,Pimpinelle,laenderkueche,französisch,0
KR000029,Pimpinelle,passt_zu,Quark,
KR000029,Pimpinelle,passt_zu,Gurke,
KR000029,Pimpinelle,passt_zu,Kartoffel,
KR000029,Pimpinelle,passt_zu,Ei,
KR000029,Pimpinelle,passt_zu,Salat,
KR000029,Pimpinelle,kombiniert_mit,Kerbel,
KR000029,Pimpinelle,kombiniert_mit,Schnittlauch,
KR000029,Pimpinelle,kombiniert_mit,Petersilie,
KR000029,Pimpinelle,kombiniert_mit,Borretsch,
KR000030,Sauerampfer,laenderkueche,französisch,0
KR000030,Sauerampfer,laenderkueche,osteuropäisch,0
KR000030,Sauerampfer,passt_zu,Kartoffel,
KR000030,Sauerampfer,passt_zu,Ei,
KR000030,Sauerampfer,passt_zu,Fisch,
KR000030,Sauerampfer,passt_zu,Sahne,
KR000030,Sauerampfer,passt_zu,Spinat,
KR000030,Sauerampfer,kombiniert_mit,Schnittlauch,
KR000030,Sauerampfer,kombiniert_mit,Petersilie,
KR000030,Sauerampfer,kombiniert_mit,Dill,
KR000031,Schildampfer,laenderkueche,französisch,0
KR000031,Schildampfer,laenderkueche,mediterran,0
KR000031,Schildampfer,passt_zu,Fisch,
KR000031,Schildampfer,passt_zu,Salat,
KR000031,Schildampfer,passt_zu,Butter,
KR000031,Schildampfer,passt_zu,Ei,
KR000031,Schildampfer,passt_zu,Geflügel,
KR000031,Schildampfer,kombiniert_mit,Kerbel,
KR000031,Schildampfer,kombiniert_mit,Petersilie,
KR000031,Schildampfer,kombiniert_mit,Schnittlauch,
KR000032,Gartenkresse,laenderkueche,deutsch,0
KR000032,Gartenkresse,laenderkueche,mitteleuropäisch,0
KR000032,Gartenkresse,laenderkueche,britisch,0
KR000032,Gartenkresse,passt_zu,Ei,
KR000032,Gartenkresse,passt_zu,Frischkäse,
KR000032,Gartenkresse,passt_zu,Kartoffel,
KR000032,Gartenkresse,passt_zu,Radieschen,
KR000032,Gartenkresse,kombiniert_mit,Schnittlauch,
KR000032,Gartenkresse,kombiniert_mit,Radieschen,
KR000032,Gartenkresse,kombiniert_mit,Senf,
KR000032,Gartenkresse,kombiniert_mit,Frischkäse,
KR000033,Brunnenkresse,laenderkueche,britisch,0
KR000033,Brunnenkresse,laenderkueche,französisch,0
KR000033,Brunnenkresse,passt_zu,Ei,
KR000033,Brunnenkresse,passt_zu,Kartoffel,
KR000033,Brunnenkresse,passt_zu,Butterbrot,
KR000033,Brunnenkresse,passt_zu,Frischkäse,
KR000033,Brunnenkresse,passt_zu,Fisch,
KR000033,Brunnenkresse,kombiniert_mit,Schnittlauch,
KR000033,Brunnenkresse,kombiniert_mit,Petersilie,
KR000033,Brunnenkresse,kombiniert_mit,Dill,
KR000034,Kapuzinerkresse,laenderkueche,mitteleuropäisch,0
KR000034,Kapuzinerkresse,passt_zu,Salat,
KR000034,Kapuzinerkresse,passt_zu,Frischkäse,
KR000034,Kapuzinerkresse,passt_zu,Butter,
KR000034,Kapuzinerkresse,passt_zu,Kartoffel,
KR000034,Kapuzinerkresse,passt_zu,Ei,
KR000034,Kapuzinerkresse,kombiniert_mit,Schnittlauch,
KR000034,Kapuzinerkresse,kombiniert_mit,Petersilie,
KR000035,Rucola,laenderkueche,italienisch,0
KR000035,Rucola,laenderkueche,mediterran,0
KR000035,Rucola,passt_zu,Tomate,
KR000035,Rucola,passt_zu,Parmesan,
KR000035,Rucola,passt_zu,Zitrone,
KR000035,Rucola,passt_zu,Pizza,
KR000035,Rucola,passt_zu,Pasta,
KR000035,Rucola,passt_zu,Birne,
KR000035,Rucola,kombiniert_mit,Basilikum,
KR000035,Rucola,kombiniert_mit,Petersilie,
KR000036,Wilde Rauke,laenderkueche,italienisch,0
KR000036,Wilde Rauke,laenderkueche,mediterran,0
KR000036,Wilde Rauke,passt_zu,Tomate,
KR000036,Wilde Rauke,passt_zu,Parmesan,
KR000036,Wilde Rauke,passt_zu,Zitrone,
KR000036,Wilde Rauke,passt_zu,Pizza,
KR000036,Wilde Rauke,passt_zu,Pasta,
KR000036,Wilde Rauke,kombiniert_mit,Basilikum,
KR000036,Wilde Rauke,kombiniert_mit,Petersilie,
KR000037,Portulak,laenderkueche,nahöstlich,0
KR000037,Portulak,laenderkueche,griechisch,0
KR000037,Portulak,laenderkueche,nahöstlich,0
KR000037,Portulak,laenderkueche,mitteleuropäisch,0
KR000037,Portulak,passt_zu,Joghurt,
KR000037,Portulak,passt_zu,Tomate,
KR000037,Portulak,passt_zu,Gurke,
KR000037,Portulak,passt_zu,Kartoffel,
KR000037,Portulak,passt_zu,Quark,
KR000037,Portulak,kombiniert_mit,Dill,
KR000037,Portulak,kombiniert_mit,Petersilie,
KR000037,Portulak,kombiniert_mit,Minze,
KR000038,Winterportulak,laenderkueche,mitteleuropäisch,0
KR000038,Winterportulak,passt_zu,Salat,
KR000038,Winterportulak,passt_zu,Kartoffel,
KR000038,Winterportulak,passt_zu,Quark,
KR000038,Winterportulak,passt_zu,Ei,
KR000038,Winterportulak,passt_zu,Apfel,
KR000038,Winterportulak,kombiniert_mit,Schnittlauch,
KR000038,Winterportulak,kombiniert_mit,Petersilie,
KR000039,Bärlauch,laenderkueche,deutsch,0
KR000039,Bärlauch,laenderkueche,österreichisch,0
KR000039,Bärlauch,laenderkueche,osteuropäisch,0
KR000039,Bärlauch,passt_zu,Butter,
KR000039,Bärlauch,passt_zu,Kartoffel,
KR000039,Bärlauch,passt_zu,Pasta,
KR000039,Bärlauch,passt_zu,Ei,
KR000039,Bärlauch,passt_zu,Frischkäse,
KR000039,Bärlauch,passt_zu,Spargel,
KR000039,Bärlauch,kombiniert_mit,Petersilie,
KR000039,Bärlauch,kombiniert_mit,Schnittlauch,
KR000040,Knoblauchsrauke,laenderkueche,mitteleuropäisch,0
KR000040,Knoblauchsrauke,passt_zu,Quark,
KR000040,Knoblauchsrauke,passt_zu,Butter,
KR000040,Knoblauchsrauke,passt_zu,Kartoffel,
KR000040,Knoblauchsrauke,passt_zu,Salat,
KR000040,Knoblauchsrauke,passt_zu,Frischkäse,
KR000040,Knoblauchsrauke,kombiniert_mit,Petersilie,
KR000040,Knoblauchsrauke,kombiniert_mit,Schnittlauch,
KR000041,Schnittknoblauch,laenderkueche,chinesisch,0
KR000041,Schnittknoblauch,laenderkueche,südostasiatisch,0
KR000041,Schnittknoblauch,laenderkueche,koreanisch,0
KR000041,Schnittknoblauch,passt_zu,Ei,
KR000041,Schnittknoblauch,passt_zu,Quark,
KR000041,Schnittknoblauch,passt_zu,Wokgemüse,
KR000041,Schnittknoblauch,passt_zu,Fisch,
KR000041,Schnittknoblauch,passt_zu,Nudeln,
KR000041,Schnittknoblauch,kombiniert_mit,Koriander,
KR000041,Schnittknoblauch,kombiniert_mit,Ingwer,
KR000041,Schnittknoblauch,kombiniert_mit,Frühlingszwiebel,
KR000042,Frühlingszwiebel,laenderkueche,chinesisch,0
KR000042,Frühlingszwiebel,laenderkueche,japanisch,0
KR000042,Frühlingszwiebel,laenderkueche,koreanisch,0
KR000042,Frühlingszwiebel,laenderkueche,europäisch,0
KR000042,Frühlingszwiebel,passt_zu,Wokgemüse,
KR000042,Frühlingszwiebel,passt_zu,Ei,
KR000042,Frühlingszwiebel,passt_zu,Kartoffel,
KR000042,Frühlingszwiebel,passt_zu,Quark,
KR000042,Frühlingszwiebel,passt_zu,Suppe,
KR000042,Frühlingszwiebel,kombiniert_mit,Ingwer,
KR000042,Frühlingszwiebel,kombiniert_mit,Knoblauch,
KR000042,Frühlingszwiebel,kombiniert_mit,Koriander,
KR000042,Frühlingszwiebel,kombiniert_mit,Sesam,
KR000043,Etagenzwiebel,laenderkueche,mitteleuropäisch,0
KR000043,Etagenzwiebel,laenderkueche,nordamerikanisch,0
KR000043,Etagenzwiebel,passt_zu,Kartoffel,
KR000043,Etagenzwiebel,passt_zu,Butter,
KR000043,Etagenzwiebel,passt_zu,Ei,
KR000043,Etagenzwiebel,passt_zu,Fleisch,
KR000043,Etagenzwiebel,passt_zu,Gemüse,
KR000043,Etagenzwiebel,kombiniert_mit,Knoblauch,
KR000043,Etagenzwiebel,kombiniert_mit,Petersilie,
KR000043,Etagenzwiebel,kombiniert_mit,Thymian,
KR000044,Selleriegrün,laenderkueche,deutsch,0
KR000044,Selleriegrün,laenderkueche,französisch,0
KR000044,Selleriegrün,laenderkueche,italienisch,0
KR000044,Selleriegrün,passt_zu,Suppe,
KR000044,Selleriegrün,passt_zu,Kartoffel,
KR000044,Selleriegrün,passt_zu,Tomate,
KR000044,Selleriegrün,passt_zu,Bohnen,
KR000044,Selleriegrün,passt_zu,Linse,
KR000044,Selleriegrün,kombiniert_mit,Petersilie,
KR000044,Selleriegrün,kombiniert_mit,Liebstöckel,
KR000044,Selleriegrün,kombiniert_mit,Majoran,
KR000045,Fenchelgrün,laenderkueche,italienisch,0
KR000045,Fenchelgrün,laenderkueche,mediterran,0
KR000045,Fenchelgrün,passt_zu,Fisch,
KR000045,Fenchelgrün,passt_zu,Tomate,
KR000045,Fenchelgrün,passt_zu,Kartoffel,
KR000045,Fenchelgrün,passt_zu,Zitrone,
KR000045,Fenchelgrün,passt_zu,Orange,
KR000045,Fenchelgrün,kombiniert_mit,Dill,
KR000045,Fenchelgrün,kombiniert_mit,Petersilie,
KR000045,Fenchelgrün,kombiniert_mit,Knoblauch,
KR000046,Anis,laenderkueche,deutsch,0
KR000046,Anis,laenderkueche,österreichisch,0
KR000046,Anis,laenderkueche,mediterran,0
KR000046,Anis,laenderkueche,indisch,0
KR000046,Anis,passt_zu,Brot,
KR000046,Anis,passt_zu,Gebäck,
KR000046,Anis,passt_zu,Fenchel,
KR000046,Anis,passt_zu,Apfel,
KR000046,Anis,passt_zu,Birne,
KR000046,Anis,passt_zu,Fisch,
KR000046,Anis,kombiniert_mit,Fenchel,
KR000046,Anis,kombiniert_mit,Kümmel,
KR000046,Anis,kombiniert_mit,Koriander,
KR000047,Kümmel,laenderkueche,deutsch,0
KR000047,Kümmel,laenderkueche,österreichisch,0
KR000047,Kümmel,laenderkueche,osteuropäisch,0
KR000047,Kümmel,passt_zu,Kohl,
KR000047,Kümmel,passt_zu,Kartoffel,
KR000047,Kümmel,passt_zu,Brot,
KR000047,Kümmel,passt_zu,Käse,
KR000047,Kümmel,passt_zu,Schwein,
KR000047,Kümmel,kombiniert_mit,Anis,
KR000047,Kümmel,kombiniert_mit,Fenchel,
